name,date,time,time since start,vicon_sequence,vicon_time_stamp,vicon_frame_id,vicon_child_frame_id,vicon_translation_x,vicon_translation_y,vicon_translation_z,vicon_rotation_x,vicon_rotation_y,vicon_rotation_z,vicon_rotation_w,int_imu_time_stamp,int_imu_acc_x,int_imu_acc_y,int_imu_acc_z,int_imu_gyro_x,int_imu_gyro_y,int_imu_gyro_z,int_imu_mag_x,int_imu_mag_y,int_imu_mag_z,ext_imu_time_stamp,ext_imu_acc_x,ext_imu_acc_y,ext_imu_acc_z,ext_imu_gyro_x,ext_imu_gyro_y,ext_imu_gyro_z,ext_imu_mag_x,ext_imu_mag_y,ext_imu_mag_z,dji_imu_sequence,dji_imu_time_stamp,dji_imu_frame_id,dji_imu_orientation_x,dji_imu_orientation_y,dji_imu_orientation_z,dji_imu_ang_vel_x,dji_imu_ang_vel_y,dji_imu_ang_vel_z,dji_imu_lin_acc_x,dji_imu_lin_acc_y,dji_imu_lin_acc_z,rc_sequence,rc_time_stamp,rc_frame_id,rc_roll,rc_pitch,rc_yaw,rc_throttle,rc_mode,rc_landing_gear
,,155357.398164,0.18252801895141602,44173,1602597237.387591,vicon,object name,0.9460955636917188,1.3512819148070947,1.0,2.788709123479793,1.0,2.0,3.691506794991422,"1685240,","-0.12,","-0.08,","-0.97,","29.51,","5.24,","-30.55,","15.00,","74.87,",-48.16,"1685250,","-0.08,","-0.01,","-1.08,","40.37,","1.46,","-37.01,","14.70,","76.22,",-47.11,63359,1602597237.393884,1234,0.7260303805920069,1.4523552514353184,2.1648544687842524,0.8630159213328672,1.660217924530781,2.0482391784167606,0.32595281494483763,1.5961196380766984,2.290129432815318,63351,1602597237.393884,4321,0.5723680257797241,1.3775852918624878,2.6233179569244385,3.520453453063965,4.859507083892822,5.179636478424072
,,155357.418128,0.20248723030090332,44175,1602597237.407657,vicon,object name,0.24105420028006042,1.509650914703112,1.0,2.9999114378876377,1.0,2.0,3.5493575441461167,"1685260,","-0.07,","-0.00,","-1.00,","41.22,","11.28,","-36.46,","14.25,","77.27,",-45.16,"1685270,","-0.11,","-0.01,","-1.16,","43.17,","1.34,","-28.60,","12.90,","77.27,",-44.86,63361,1602597237.413723,1234,0.8274049526403711,1.1915695545403167,2.9159786403624115,0.009921759164243094,1.5883525340056432,2.4341920679335245,0.6419991919911638,1.3360799308409494,2.72487461928424,63353,1602597237.413723,4321,0.8722472190856934,1.3559348583221436,2.423840284347534,3.848659038543701,4.93906307220459,5.612584590911865
,,155357.438173,0.22252917289733887,44177,1602597237.427604,vicon,object name,0.4711304096139465,1.283055547359583,1.0,2.4946899836914733,1.0,2.0,3.844812769665683,"1685280,","-0.07,","0.00,","-1.21,","56.28,","-0.43,","-30.00,","13.05,","78.47,",-46.36,"1685291,","-0.11,","-0.19,","-1.18,","70.18,","-1.71,","-31.10,","13.80,","77.42,",-45.91,63363,1602597237.433858,1234,0.08083403063021766,1.0342918946085944,2.382855263201968,0.7115725617450555,1.4916819018965684,2.984255756689255,0.4694873249923196,1.682869239122998,2.579768699502892,63355,1602597237.433858,4321,0.5338025093078613,1.976626992225647,2.016819953918457,3.347212076187134,4.7743144035339355,5.661433219909668
,,155357.457977,0.24233222007751465,44179,1602597237.447643,vicon,object name,0.6984598403269177,1.1970415207169363,1.0,2.421479575356807,1.0,2.0,3.279074402375353,"1685301,","-0.16,","-0.32,","-1.39,","81.95,","-27.26,","-25.73,","11.10,","80.12,",-45.16,"1685311,","-0.08,","-0.25,","-1.54,","85.98,","-28.72,","-26.65,","10.95,","78.47,",-43.96,63365,1602597237.453733,1234,0.547935547099576,1.1411886690974478,2.325346093990032,0.7788238344246099,1.1130970333114218,2.519264459299909,0.27927262474743075,1.2735281563211056,2.204757206546574,63357,1602597237.453733,4321,0.9701270461082458,1.339486837387085,2.8426616191864014,3.8457236289978027,4.612049102783203,5.583726406097412
,,155357.47792,0.26227569580078125,44181,1602597237.467564,vicon,object name,0.3024165315659353,1.2188862247130132,1.0,2.254650406544531,1.0,2.0,3.985104435703863,"1685321,","-0.08,","-0.35,","-1.69,","110.18,","-48.23,","-19.15,","9.00,","79.37,",-43.81,"1685331,","-0.03,","-0.40,","-1.82,","108.78,","-56.34,","-3.41,","6.00,","79.22,",-42.91,63367,1602597237.47374,1234,0.007064347707145258,1.7167119252017256,2.3043844638278226,0.6244732150697067,1.5183389290750324,2.5776707987242333,0.6453367025951484,1.135256086207859,2.7700517393531285,63359,1602597237.47374,4321,0.42819228768348694,1.4190027713775635,2.7690913677215576,3.8186373710632324,4.637506008148193,5.3158745765686035
,,155357.498281,0.2826371192932129,44183,1602597237.48757,vicon,object name,0.925667176239735,1.5006243488098863,1.0,2.3372018126757914,1.0,2.0,3.6370321184029066,"1685342,","-0.05,","-0.40,","-1.80,","117.26,","-64.88,","8.72,","6.30,","80.87,",-42.76,"1685399,","0.15,","-0.55,","-1.70,","117.38,","-65.49,","20.55,","2.85,","76.37,",-43.21,63369,1602597237.493798,1234,0.6908755689443936,1.6653373345414644,2.2266308367808882,0.04019967660925727,1.639123240388162,2.2051418250267893,0.29855945081281854,1.433386079881593,2.8372642862624717,63361,1602597237.493798,4321,0.6618563532829285,1.8381538391113281,2.5290634632110596,3.460148334503174,4.397093296051025,5.21504545211792
,,155357.518148,0.302504301071167,44185,1602597237.507608,vicon,object name,0.6521402131500788,1.2748830953797947,1.0,2.691962336734591,1.0,2.0,3.5581529551130733,"1685409,","0.13,","-0.52,","-1.59,","103.23,","-62.56,","22.26,","3.15,","76.97,",-43.36,"1685419,","0.17,","-0.48,","-1.30,","92.80,","-72.26,","16.65,","4.65,","77.87,",-44.26,63371,1602597237.513766,1234,0.0020557218003364186,1.6756920967238758,2.815332391358323,0.8542737973803721,1.2410524246592676,2.163056133801625,0.2683828726971649,1.6082150218290971,2.039776885872527,63363,1602597237.513766,4321,0.2054794877767563,1.9591145515441895,2.1071064472198486,3.53330397605896,4.15389347076416,5.157673358917236
,,155357.538146,0.32250165939331055,44187,1602597237.527613,vicon,object name,0.7230399545460346,1.9923768306346448,1.0,2.536800249424254,1.0,2.0,3.0768181892958997,"1685429,","0.10,","-0.50,","-1.23,","72.26,","-97.50,","18.05,","5.70,","77.12,",-45.91,"1685439,","-0.01,","-0.34,","-1.05,","42.74,","-100.37,","27.07,","7.65,","76.97,",-44.11,63373,1602597237.533868,1234,0.4991369113804949,1.143810399329306,2.669539354614893,0.7276890654252188,1.0569558098199754,2.51530317980608,0.9043374608895722,1.3372125700148736,2.150343685399509,63365,1602597237.533868,4321,0.41974589228630066,1.5511841773986816,2.9334981441497803,3.7687058448791504,4.521810054779053,5.7133026123046875
,,155357.557967,0.34232330322265625,44189,1602597237.547652,vicon,object name,0.5807673107666734,1.430899787435617,1.0,2.6527352006610134,1.0,2.0,3.5971698500122917,"1685450,","-0.03,","-0.30,","-0.88,","-0.79,","-93.48,","44.51,","8.85,","77.12,",-44.26,"1685460,","-0.10,","-0.27,","-0.77,","-35.98,","-82.38,","56.34,","9.45,","79.07,",-45.76,63375,1602597237.553778,1234,0.3231389124791916,1.8124948603435513,2.504087198813644,0.4115626607410596,1.3631529709630286,2.3249588102208025,0.4761735684315359,1.6740918183963465,2.9728551871102553,63367,1602597237.553778,4321,0.06570214033126831,1.1513456106185913,2.7272415161132812,3.745182514190674,4.893256664276123,5.137137413024902
,,155357.579973,0.36432838439941406,44192,1602597237.577596,vicon,object name,0.3065705310989182,1.3218083737833577,1.0,2.653433334583286,1.0,2.0,3.3790924803218543,"1685470,","-0.24,","-0.13,","-0.74,","-56.34,","-84.27,","64.45,","10.50,","79.82,",-44.41,"1685480,","-0.26,","0.03,","-0.61,","-56.95,","-88.41,","71.34,","10.80,","79.37,",-43.81,63377,1602597237.573863,1234,0.3299682779876708,1.6447105720783832,2.4515798540766722,0.19150092449709666,1.3189185030858368,2.730341018470262,0.6777603570424554,1.6824703526220572,2.1194039519292844,63369,1602597237.573863,4321,0.02930603176355362,1.9150224924087524,2.2221732139587402,3.6945791244506836,4.605592250823975,5.352442741394043
,,155357.598142,0.38249683380126953,44193,1602597237.58758,vicon,object name,0.4754264939087679,1.6279548361148946,1.0,2.8370774132159213,1.0,2.0,3.0996215823051054,"1685491,","-0.28,","0.07,","-0.42,","-59.70,","-95.61,","84.94,","12.75,","81.02,",-42.31,"1685501,","-0.25,","0.07,","-0.27,","-85.73,","-106.22,","110.61,","13.95,","80.87,",-41.41,63379,1602597237.593858,1234,0.3375373395807121,1.449766858501424,2.8613475093787883,0.39600321309651554,1.770159825359368,2.4428367530379855,0.8048835339328139,1.7734349068026012,2.7350099775776293,63371,1602597237.593858,4321,0.9426771998405457,1.7323565483093262,2.0554418563842773,3.777773857116699,4.435978412628174,5.047832489013672
,,155357.618564,0.4029223918914795,44195,1602597237.607598,vicon,object name,0.39613569157221373,1.382277249913158,1.0,2.086004357855381,1.0,2.0,3.490344485824782,"1685511,","0.01,","0.52,","0.16,","-108.48,","-104.76,","128.90,","13.95,","81.17,",-41.11,"1685522,","0.05,","1.03,","0.69,","-147.38,","-90.73,","135.00,","17.40,","82.22,",-39.76,63381,1602597237.613871,1234,0.92122163030055,1.4063672733626982,2.1063009548858362,0.4776282420295175,1.1113137522149423,2.5722573329759344,0.9881333085273675,1.6354243538673363,2.3354077269438602,63373,1602597237.613871,4321,0.580699622631073,1.3387256860733032,2.8459272384643555,3.9552841186523438,4.536768436431885,5.539175033569336
,,155357.638194,0.422565221786499,44197,1602597237.627568,vicon,object name,0.6796172478390561,1.4306075049908675,1.0,2.6888632431096062,1.0,2.0,3.00266153745923,"1685580,","0.15,","1.43,","0.72,","-223.35,","-77.80,","110.79,","14.70,","84.62,",-37.06,"1685590,","0.08,","1.29,","0.35,","-312.07,","-39.09,","75.79,","13.20,","85.07,",-36.61,63382,1602597237.623869,1234,0.1033280203017638,1.6750889352892706,2.8412593555976353,0.02322011612046948,1.231192334867034,2.518738255403173,0.2817892020304442,1.9219276799906209,2.4564108647612897,63374,1602597237.623869,4321,0.5822616219520569,1.3696799278259277,2.1935577392578125,3.747053623199463,4.422910213470459,5.108513355255127
,,155357.658024,0.4423844814300537,44199,1602597237.647562,vicon,object name,0.13116789113192284,1.0216748171507488,1.0,2.415000096397919,1.0,2.0,3.737676613275357,"1685600,","-0.03,","0.79,","-0.08,","-383.35,","14.21,","64.15,","9.75,","82.97,",-37.36,"1685611,","-0.04,","0.70,","-0.24,","-374.51,","65.06,","51.59,","7.65,","82.22,",-37.36,63385,1602597237.653764,1234,0.6527621424279577,1.3995898657328474,2.5570087863606688,0.7168527894167067,1.659212959175685,2.1910283222694433,0.6426284335625393,1.112626585925202,2.6980628024807807,63377,1602597237.653764,4321,0.21169908344745636,1.2296861410140991,2.969083786010742,3.5841307640075684,4.702096939086914,5.815399646759033
,,155357.677997,0.4623591899871826,44201,1602597237.667603,vicon,object name,0.6892685623127089,1.6674273530937687,1.0,2.7428439977724537,1.0,2.0,3.841448775683351,"1685621,","-0.01,","0.58,","-0.33,","-286.34,","94.09,","29.02,","5.40,","81.32,",-38.26,"1685631,","-0.05,","0.35,","-0.58,","-168.11,","114.70,","-2.80,","3.90,","82.37,",-37.81,63387,1602597237.673732,1234,0.268695957972533,1.406891082705011,2.5954293874657024,0.4491115169969284,1.9291864636986893,2.1982567917548237,0.05378380338206179,1.9244331111977346,2.5529087328439473,63379,1602597237.673732,4321,0.7565127611160278,1.2711137533187866,2.4326181411743164,3.2870571613311768,4.282842636108398,5.0202460289001465
,,155357.698027,0.48238253593444824,44203,1602597237.687563,vicon,object name,0.8415699589329824,1.7368551707279232,1.0,2.455245407410509,1.0,2.0,3.131161343344398,"1685641,","-0.27,","-0.06,","-1.29,","-52.26,","120.43,","-29.57,","2.25,","81.62,",-37.21,"1685651,","-0.29,","-0.08,","-1.86,","55.49,","112.44,","-52.13,","-0.90,","78.92,",-37.21,63389,1602597237.693852,1234,0.21677477911850307,1.4089847794389612,2.8855186340123806,0.9230313104876162,1.359754578801758,2.7958846774445707,0.7410663941165564,1.2556692037723245,2.4259254757449242,63381,1602597237.693852,4321,0.8445078730583191,1.169324278831482,2.9430887699127197,3.5100040435791016,4.88974666595459,5.321722507476807
,,155357.717973,0.502328634262085,44205,1602597237.707559,vicon,object name,0.29364299112235503,1.3878331321693582,1.0,2.9359125002237985,1.0,2.0,3.020724450816545,"1685662,","-0.18,","-0.26,","-2.00,","149.94,","83.78,","-70.55,","2.55,","80.27,",-37.81,"1685672,","-0.06,","-0.41,","-2.00,","196.22,","23.41,","-78.60,","3.60,","81.02,",-39.61,63391,1602597237.713724,1234,0.31479746379568097,1.0115157570421998,2.047247380835924,0.45165886538952393,1.7818887815820634,2.1276474507488903,0.9805140250839609,1.1305660128279746,2.4388114112650374,63383,1602597237.713724,4321,0.06392323970794678,1.9314301013946533,2.57191801071167,3.2604353427886963,4.758580684661865,5.492475509643555
,,155357.738149,0.522505521774292,44207,1602597237.727558,vicon,object name,0.8141334733856594,1.1110204787503846,1.0,2.925955579593565,1.0,2.0,3.563819281035564,"1685682,","0.09,","-0.50,","-2.61,","200.49,","-40.79,","-75.18,","5.85,","83.57,",-37.96,"1685692,","-0.28,","-0.54,","-1.60,","244.45,","11.04,","-76.10,","8.10,","81.02,",-38.26,63393,1602597237.73375,1234,0.9358695488848409,1.3542576507342117,2.7693724799109742,0.7734827117949783,1.3446240392334066,2.106491495391741,0.6477701244039901,1.7693857615125035,2.227678170285747,63385,1602597237.73375,4321,0.6992787718772888,1.6461809873580933,2.683256149291992,3.232503652572632,4.465069770812988,5.621183395385742
,,155357.759239,0.5435986518859863,44209,1602597237.747598,vicon,object name,0.5267065490387557,1.9288005894040616,1.0,2.5528254055067183,1.0,2.0,3.139694445410539,"1685702,","-0.11,","-0.68,","-1.79,","197.38,","-120.85,","-0.91,","10.05,","84.02,",-38.71,"1685760,","-0.25,","15.92,","5.39,","-62.07,","746.04,","-1106.65,","22.21,","83.42,",-33.16,63395,1602597237.753851,1234,0.2052240219862641,1.091743561168593,2.4547909019800014,0.5751077750982746,1.4199749065950593,2.2243688321658115,0.675375197114205,1.0119470847854144,2.047487570693534,63387,1602597237.753851,4321,0.05718943849205971,1.1110399961471558,2.018582582473755,3.976740837097168,4.830784797668457,5.852039813995361
,,155357.778546,0.5629045963287354,44211,1602597237.767621,vicon,object name,0.906055946320716,1.1611967103455254,1.0,2.2807535270104085,1.0,2.0,3.8828915393761343,"1685833,","-0.41,","0.30,","-1.04,","-713.05,","138.78,","196.59,","3.30,","82.37,",-37.21,"1685844,","-0.45,","0.16,","-0.95,","-647.13,","124.70,","179.82,","-0.75,","81.47,",-36.01,63397,1602597237.773802,1234,0.6868359016232543,1.5625917677723837,2.2584856902002617,0.20813967675316492,1.0551871549348146,2.6300518756991593,0.7909553403985611,1.429409938652943,2.429402756555235,63389,1602597237.773802,4321,0.8529649972915649,1.0678184032440186,2.9068760871887207,3.745290756225586,4.477483749389648,5.740314960479736
,,155357.798523,0.5828819274902344,44213,1602597237.7876,vicon,object name,0.7616986729560723,1.3833475251318554,1.0,2.250582407094884,1.0,2.0,3.614636785756986,"1685854,","-0.46,","0.35,","-0.88,","-486.52,","89.39,","138.96,","-1.35,","81.32,",-34.06,"1685863,","-0.49,","0.38,","-0.84,","-253.60,","43.72,","82.99,","-4.50,","80.27,",-34.81,63399,1602597237.793772,1234,0.027505039001642695,1.2174592335476877,2.142943642536435,0.17282333642045578,1.5717025182728803,2.8140651153180123,0.008666398556092414,1.6393332691180982,2.8381014458799223,63391,1602597237.793772,4321,0.9923930764198303,1.7865394353866577,2.209800958633423,3.408276081085205,4.552507400512695,5.321866035461426
,,155357.81872,0.603079080581665,44215,1602597237.807576,vicon,object name,0.21133256959733193,1.944785542095864,1.0,2.9666245042369908,1.0,2.0,3.7295345850525945,"1685873,","-0.36,","0.68,","-0.92,","22.44,","-6.89,","1.71,","-5.10,","80.57,",-36.46,"1689133,","-0.46,","0.16,","0.01,","-102.93,","-41.16,","56.83,","10.50,","72.32,",-50.56,63401,1602597237.813748,1234,0.34202704479749757,1.011523507915837,2.848446694847124,0.010907965733005898,1.9166311246175973,2.8609230982337697,0.9173608826832252,1.7917237739245822,2.7179999133263837,63393,1602597237.813748,4321,0.25686439871788025,1.1619973182678223,2.2646613121032715,3.0471150875091553,4.319819927215576,5.733017444610596
,,155357.838942,0.6233024597167969,44217,1602597237.827584,vicon,object name,0.11570913996235077,1.6499809699213082,1.0,2.942415641282383,1.0,2.0,3.3389366842220203,"1689143,","-0.57,","0.30,","0.34,","-133.78,","-19.21,","59.45,","8.85,","72.47,",-50.41,"1689153,","-0.64,","0.55,","0.70,","-177.07,","26.95,","47.32,","9.15,","72.92,",-49.36,63403,1602597237.833738,1234,0.22362859461423867,1.0360684403364506,2.3965180536594417,0.900707557604971,1.515489554763224,2.474080352222414,0.8411754954942783,1.934997289305651,2.0034380113604264,63395,1602597237.833738,4321,0.9959330558776855,1.6631317138671875,2.3525240421295166,3.6424460411071777,4.070077896118164,5.544211387634277
,,155357.860798,0.6451578140258789,44220,1602597237.857637,vicon,object name,0.018879927613082215,1.2340051290079046,1.0,2.282958076006628,1.0,2.0,3.777080009160446,"1689162,","-0.63,","0.91,","1.03,","-227.74,","104.76,","22.74,","10.65,","71.12,",-50.71,"1689172,","-0.58,","1.33,","1.27,","-241.10,","205.43,","1.10,","9.00,","70.22,",-49.51,63405,1602597237.853849,1234,0.7196994071184242,1.0706510223515227,2.875365872262214,0.8206389913893619,1.9285611223345955,2.0967595342449523,0.9955671273796406,1.6671355379142232,2.737776991352047,63397,1602597237.853849,4321,0.2841005027294159,1.3556432723999023,2.9734537601470947,3.3303065299987793,4.409815311431885,5.377639293670654
,,155357.878748,0.66310715675354,44221,1602597237.86761,vicon,object name,0.8305112530337155,1.627076705278327,1.0,2.392638684911713,1.0,2.0,3.4484064640955134,"1689182,","-0.47,","1.45,","1.61,","-157.56,","299.57,","-10.61,","10.05,","70.22,",-51.91,"1689191,","-0.21,","1.26,","1.70,","-11.46,","376.77,","-6.16,","9.45,","71.72,",-50.86,63407,1602597237.87379,1234,0.5858090422377171,1.8355796453998634,2.3259158141622924,0.1134329470508244,1.3128251875988903,2.3525507957784932,0.1853247422037031,1.3077827272572051,2.876267979360001,63399,1602597237.87379,4321,0.7069925665855408,1.6464977264404297,2.3862736225128174,3.1692559719085693,4.014739990234375,5.167270183563232
,,155357.898602,0.6829609870910645,44223,1602597237.887629,vicon,object name,0.8237518744936121,1.394259875290522,1.0,2.3970485085005446,1.0,2.0,3.290740812194631,"1689201,","0.24,","0.72,","1.02,","183.35,","430.00,","25.37,","8.55,","72.92,",-50.41,"1689211,","1.05,","-0.06,","-1.05,","453.48,","422.56,","73.96,","8.55,","72.92,",-50.41,63409,1602597237.893789,1234,0.35095937218347395,1.62192052061327,2.2252407775061913,0.6932421785035517,1.3047142587445517,2.007070418057356,0.06109923958305152,1.185460507060294,2.2245887287919714,63401,1602597237.893789,4321,0.30084341764450073,1.5110414028167725,2.014580488204956,3.9872660636901855,4.360710144042969,5.556999683380127
